time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
66.638358,0.0126,-0.0021,0.0304,0.033
66.657762,0.0030,-0.0020,0.0304,0.031
66.677953,-0.0066,-0.0069,0.0400,0.041
66.697508,-0.0063,-0.0070,0.0256,0.027
66.716306,-0.0063,-0.0024,0.0592,0.060
66.736370,-0.0064,0.0070,0.0304,0.032
66.757196,-0.0016,-0.0027,0.0304,0.031
66.776853,-0.0065,0.0021,0.0496,0.050
66.796214,0.0028,-0.0029,0.0304,0.031
66.815990,0.0077,-0.0029,0.0448,0.046
66.835981,0.0028,-0.0078,0.0400,0.041
66.855676,-0.0020,-0.0173,0.0304,0.035
66.875490,0.0121,-0.0030,0.0352,0.037
66.895327,0.0026,-0.0029,0.0448,0.045
66.914967,0.0027,-0.0075,0.0208,0.022
66.935120,0.0026,-0.0027,0.0448,0.045
66.953595,-0.0116,-0.0169,0.0352,0.041
66.973412,-0.0118,0.0118,0.0544,0.057
66.993131,-0.0118,-0.0121,0.0256,0.031
67.013884,-0.0026,-0.0120,0.0304,0.033
67.034001,0.0020,-0.0070,0.0400,0.041
67.054098,0.0018,-0.0070,0.0256,0.027
67.073993,-0.0030,0.0026,0.0304,0.031
67.094307,0.0066,0.0075,0.0256,0.028
67.112833,-0.0028,-0.0020,0.0256,0.026
67.134302,-0.0029,-0.0068,0.0304,0.031
67.153169,-0.0076,-0.0116,0.0208,0.025
67.173253,-0.0028,-0.0068,0.0448,0.045
67.192673,0.0166,-0.0165,0.0352,0.042
67.213007,-0.0074,-0.0023,0.0113,0.014
67.232386,-0.0122,-0.0118,0.0304,0.035
67.251481,-0.0075,-0.0025,0.0208,0.022
67.273180,0.0020,0.0021,0.0256,0.026
67.291932,0.0019,0.0020,0.0256,0.026
67.311313,0.0069,0.0021,0.0304,0.031
67.331626,-0.0125,-0.0027,0.0400,0.042
67.351397,-0.0075,-0.0073,0.0496,0.051
67.371330,0.0117,-0.0026,0.0400,0.042
67.391102,0.0167,0.0022,0.0400,0.043
67.411070,-0.0073,0.0119,0.0448,0.047
67.437661,-0.0120,0.0072,0.0256,0.029
67.450388,-0.0024,0.0072,0.0256,0.027
67.469766,0.0025,0.0072,0.0352,0.036
67.490201,0.0073,-0.0026,0.0160,0.018
67.509613,0.0025,0.0024,0.0448,0.045
67.529275,-0.0024,0.0120,0.0304,0.033
67.550530,0.0169,-0.0023,0.0592,0.062
67.569350,0.0075,-0.0072,0.0448,0.046
67.589370,-0.0165,0.0023,0.0256,0.031
67.608931,-0.0070,-0.0073,0.0065,0.012
67.628755,0.0026,0.0164,0.0352,0.039
67.648217,0.0073,-0.0077,0.0352,0.037
67.669338,0.0024,-0.0174,0.0208,0.027
67.688327,0.0073,-0.0031,0.0352,0.036
67.707286,0.0025,-0.0078,0.0208,0.022
67.726925,-0.0068,0.0017,0.0448,0.045
67.747196,-0.0114,0.0016,0.0256,0.028
67.767412,0.0031,-0.0030,0.0256,0.026
67.786828,0.0174,0.0017,0.0400,0.044
67.807151,0.0125,0.0015,0.0400,0.042
67.827194,-0.0068,-0.0128,0.0208,0.025
67.846117,-0.0069,-0.0032,0.0448,0.045
67.865444,-0.0022,-0.0080,0.0352,0.036
67.886083,0.0172,0.0015,0.0448,0.048
67.906163,0.0030,-0.0034,0.0256,0.026
67.925905,0.0028,-0.0178,0.0256,0.031
67.945648,-0.0017,-0.0128,0.0352,0.038
67.965047,-0.0158,-0.0033,0.0352,0.039
67.985718,0.0035,0.0016,0.0496,0.050
68.005127,-0.0012,-0.0128,0.0256,0.029
68.025918,-0.0057,-0.0078,0.0448,0.046
68.044763,-0.0057,0.0064,0.0256,0.027
68.064075,0.0038,-0.0128,0.0256,0.029
68.083934,0.0180,-0.0079,0.0352,0.040
68.103768,0.0043,0.0112,0.0304,0.033
68.124525,-0.0004,-0.0030,0.0304,0.031
68.144060,-0.0004,-0.0079,0.0400,0.041
68.163384,-0.0097,0.0016,0.0400,0.041
68.183736,0.0141,0.0015,0.0304,0.034
68.205910,0.0044,0.0017,0.0496,0.050
68.227186,-0.0050,0.0015,0.0448,0.045
68.242881,0.0096,0.0014,0.0208,0.023
68.262755,-0.0050,0.0015,0.0256,0.026
68.281916,0.0144,-0.0079,0.0160,0.023
68.302560,0.0046,0.0018,0.0256,0.026
68.322459,-0.0002,-0.0030,0.0352,0.035
68.341435,0.0192,0.0065,0.0304,0.037
68.362349,0.0192,-0.0030,0.0256,0.032
68.381983,-0.0001,-0.0030,0.0160,0.016
68.401481,0.0144,-0.0076,0.0304,0.034
68.421230,0.0047,0.0116,0.0448,0.046
68.440709,-0.0002,0.0066,0.0208,0.022
68.460738,0.0000,-0.0172,0.0208,0.027
68.480691,0.0000,-0.0077,0.0208,0.022
68.500105,0.0143,-0.0076,0.0496,0.052
68.520197,0.0049,0.0018,0.0496,0.050
68.538258,-0.0047,0.0112,0.0400,0.042
68.557943,-0.0044,0.0019,0.0208,0.021
68.578374,0.0147,-0.0125,0.0448,0.049
68.597933,0.0051,-0.0172,0.0256,0.031
68.619542,0.0003,-0.0076,0.0400,0.041
68.638531,0.0146,-0.0028,0.0448,0.047
68.658339,0.0047,-0.0123,0.0448,0.047
68.678752,0.0047,0.0020,0.0591,0.059
68.698690,0.0093,-0.0079,0.0448,0.046
68.718230,-0.0002,0.0065,0.0448,0.045
68.738550,-0.0002,0.0019,0.0352,0.035
68.757881,-0.0047,-0.0077,0.0160,0.018
68.779064,-0.0049,-0.0173,0.0352,0.040
68.797416,0.0049,-0.0126,0.0496,0.051
68.816993,0.0097,0.0018,0.0256,0.027
68.837909,-0.0047,-0.0028,0.0304,0.031
68.856808,-0.0092,-0.0028,0.0352,0.036
68.877126,0.0055,-0.0078,0.0208,0.023
68.896985,0.0150,0.0017,0.0304,0.034
68.915748,0.0104,0.0065,0.0352,0.037
68.935953,0.0016,-0.0030,0.0639,0.064
68.956266,0.0065,-0.0029,0.0304,0.031
68.976509,-0.0032,0.0064,0.0304,0.031
68.995857,-0.0176,-0.0128,0.0256,0.034
69.015052,-0.0081,-0.0128,0.0400,0.043
69.039392,0.0159,-0.0080,0.0352,0.039
69.054996,0.0014,-0.0030,0.0256,0.026
69.075660,-0.0032,-0.0219,0.0304,0.038
69.101757,0.0110,-0.0123,0.0256,0.030
69.113672,0.0104,-0.0027,0.0208,0.023
69.134098,0.0055,-0.0028,0.0256,0.026
69.154182,0.0057,-0.0076,0.0256,0.027
69.174332,0.0104,0.0021,0.0304,0.032
69.193848,0.0056,-0.0075,0.0400,0.041
69.213318,0.0103,0.0071,0.0160,0.020
69.233337,-0.0038,-0.0024,0.0160,0.017
69.253079,-0.0088,-0.0023,0.0352,0.036
69.273642,0.0195,0.0073,0.0304,0.037
69.294950,-0.0038,0.0026,0.0352,0.035
69.313183,0.0057,-0.0021,0.0352,0.036
69.333035,0.0147,0.0072,0.0400,0.043
69.352537,0.0100,0.0119,0.0304,0.034
69.372583,-0.0036,0.0120,0.0400,0.042
69.392191,-0.0084,-0.0024,0.0543,0.055
69.411428,0.0097,0.0070,0.0496,0.051
69.431515,0.0056,-0.0121,0.0352,0.038
69.451321,0.0047,-0.0074,0.0496,0.050
69.472162,-0.0043,0.0020,0.0304,0.031
69.490546,-0.0092,-0.0171,0.0400,0.044
69.510675,0.0004,-0.0026,0.0304,0.031
69.530593,0.0047,-0.0025,0.0352,0.036
69.550339,0.0095,-0.0073,0.0304,0.033
69.571260,0.0239,0.0119,0.0400,0.048
69.591224,0.0096,0.0117,0.0304,0.034
69.609927,-0.0043,-0.0076,0.0160,0.018
69.629946,-0.0002,-0.0076,0.0304,0.031
69.649370,0.0046,0.0066,0.0448,0.045
69.670259,-0.0004,0.0020,0.0352,0.035
69.689017,0.0043,0.0067,0.0160,0.018
69.708338,-0.0003,-0.0075,0.0160,0.018
69.729006,0.0089,0.0115,0.0304,0.034
69.748523,-0.0056,-0.0027,0.0256,0.026
69.769218,0.0085,-0.0122,0.0256,0.030
69.788263,0.0130,-0.0172,0.0304,0.037
69.808280,-0.0015,0.0117,0.0496,0.051
69.828381,0.0085,0.0020,0.0544,0.055
69.847297,0.0038,-0.0123,0.0256,0.029
69.867179,0.0086,-0.0267,0.0352,0.045
69.886647,0.0135,-0.0074,0.0400,0.043
69.906678,0.0133,0.0024,0.0448,0.047
69.927143,0.0085,-0.0024,0.0208,0.023
69.947004,0.0038,-0.0119,0.0256,0.029
69.966635,0.0085,0.0023,0.0496,0.050
69.986524,-0.0058,0.0119,0.0208,0.025
70.006033,-0.0010,0.0025,0.0065,0.007
70.026148,0.0088,0.0120,0.0112,0.019
70.046326,0.0041,0.0121,0.0256,0.029
70.065622,0.0183,0.0074,0.0352,0.040
70.085406,0.0038,0.0122,0.0400,0.042
70.108774,0.0086,-0.0022,0.0352,0.036
70.126078,0.0132,-0.0070,0.0400,0.043
70.145687,0.0084,-0.0070,0.0256,0.028
70.164609,0.0083,-0.0165,0.0017,0.019
70.185159,-0.0014,0.0026,0.0304,0.031
70.206538,0.0081,0.0026,0.0304,0.032
70.224683,-0.0013,-0.0166,0.0065,0.018
70.243694,-0.0013,-0.0021,0.0544,0.054
70.264374,-0.0102,0.0027,0.0400,0.041
70.286156,0.0032,-0.0023,0.0160,0.017
70.303297,-0.0013,0.0072,0.0256,0.027
70.323289,0.0035,0.0023,0.0400,0.040
70.342443,0.0136,-0.0120,0.0496,0.053
70.363518,-0.0007,0.0165,0.0544,0.057
70.383736,0.0089,-0.0028,0.0735,0.074
70.402495,-0.0011,0.0069,0.0400,0.041
70.422090,-0.0060,0.0068,0.0448,0.046
70.442287,-0.0060,-0.0028,0.0496,0.050
70.462445,-0.0059,0.0020,0.0448,0.045
70.482282,-0.0147,0.0163,0.0496,0.054
70.501479,0.0039,-0.0078,0.0304,0.032
70.522297,0.0133,0.0065,0.0400,0.043
70.541307,0.0038,-0.0030,0.0208,0.021
70.561095,0.0035,-0.0080,0.0208,0.023
70.581295,0.0083,0.0016,0.0400,0.041
70.600499,-0.0061,0.0062,0.0352,0.036
70.621085,-0.0110,0.0159,0.0448,0.049
70.640036,0.0080,-0.0127,0.0591,0.061
70.659666,-0.0064,-0.0030,0.0352,0.036
70.679694,0.0080,-0.0031,0.0352,0.036
70.700233,0.0031,0.0064,0.0352,0.036
70.720228,-0.0020,0.0018,0.0304,0.031
70.739674,0.0125,-0.0174,0.0256,0.033
70.759295,0.0075,0.0114,0.0448,0.047
70.779149,0.0027,0.0115,0.0256,0.028
70.798568,0.0028,-0.0029,0.0352,0.035
70.819013,-0.0113,0.0017,0.0352,0.037
70.838711,-0.0067,0.0017,0.0448,0.045
70.858306,0.0029,-0.0078,0.0592,0.060
70.877863,0.0079,0.0018,0.0448,0.046
70.898503,0.0031,-0.0027,0.0352,0.035
70.918627,0.0033,-0.0122,0.0400,0.042
70.937740,0.0080,0.0022,0.0352,0.036
70.958177,0.0034,-0.0073,0.0400,0.041
70.977181,-0.0013,-0.0024,0.0400,0.040
70.997210,0.0034,-0.0072,0.0256,0.027
71.016560,0.0129,-0.0071,0.0352,0.038
71.037147,-0.0061,0.0024,0.0448,0.045
71.057113,-0.0012,-0.0073,0.0496,0.050
71.075954,-0.0011,-0.0026,0.0256,0.026
71.095580,-0.0105,0.0070,0.0400,0.042
71.116060,-0.0058,-0.0072,0.0352,0.036
71.135705,0.0126,-0.0073,0.0304,0.034
71.155455,0.0031,-0.0025,0.0256,0.026
71.175000,0.0031,0.0165,0.0400,0.043
71.194618,-0.0017,0.0020,0.0304,0.031
71.214258,0.0029,-0.0124,0.0400,0.042
71.234968,-0.0017,-0.0125,0.0400,0.042
71.255114,-0.0018,0.0064,0.0304,0.031
71.274535,0.0030,-0.0032,0.0256,0.026
71.293255,0.0077,-0.0079,0.0256,0.028
71.312743,0.0125,-0.0032,0.0352,0.037
71.333461,-0.0069,-0.0034,0.0496,0.050
71.352886,-0.0213,-0.0034,0.0544,0.058
71.372829,0.0026,-0.0083,0.0448,0.046
71.393193,-0.0019,0.0107,0.0543,0.055
71.413024,0.0076,0.0059,0.0304,0.032
71.433340,0.0079,-0.0083,0.0304,0.032
71.452935,-0.0019,-0.0130,0.0256,0.029
71.472818,-0.0065,-0.0082,0.0304,0.032
71.492387,0.0032,-0.0037,0.0256,0.026
71.512434,-0.0015,-0.0037,0.0448,0.045
71.532500,0.0034,0.0058,0.0448,0.045
71.551989,-0.0015,0.0009,0.0208,0.021
71.572146,-0.0062,-0.0086,0.0400,0.041
71.591566,-0.0060,0.0011,0.0400,0.040
71.611507,-0.0013,-0.0038,0.0352,0.035
71.631307,0.0035,-0.0036,0.0304,0.031
71.650749,-0.0014,-0.0038,0.0495,0.050
71.672043,-0.0061,-0.0087,0.0495,0.051
71.688682,-0.0063,-0.0083,0.0112,0.015
71.708661,-0.0064,0.0013,0.0304,0.031
71.728674,0.0080,0.0013,0.0352,0.036
71.748617,-0.0068,0.0013,0.0352,0.036
71.771401,-0.0071,-0.0035,0.0352,0.036
71.789326,0.0024,-0.0035,0.0352,0.035
71.809146,-0.0026,-0.0033,0.0256,0.026
71.829287,0.0021,0.0013,0.0352,0.035
71.848923,-0.0030,0.0109,0.0400,0.042
71.869715,0.0018,-0.0130,0.0400,0.042
71.888383,0.0018,-0.0082,0.0400,0.041
71.908258,-0.0031,-0.0034,0.0208,0.021
71.927598,-0.0079,-0.0082,0.0448,0.046
71.948561,0.0109,-0.0127,0.0544,0.057
71.971971,0.0062,-0.0030,0.0304,0.031
71.988475,0.0061,0.0016,0.0256,0.026
72.011649,0.0060,0.0063,0.0160,0.018
72.027278,-0.0084,0.0015,0.0304,0.032
72.051913,-0.0087,-0.0128,0.0352,0.038
72.066273,-0.0038,-0.0128,0.0448,0.047
72.085135,0.0007,0.0015,0.0256,0.026
72.106941,-0.0039,-0.0128,0.0304,0.033
72.126625,0.0057,-0.0032,0.0208,0.022
72.149824,-0.0040,-0.0126,0.0352,0.038
72.165758,0.0005,-0.0079,0.0400,0.041
72.187142,0.0051,0.0016,0.0400,0.040
72.207839,0.0004,0.0015,0.0352,0.035
72.225950,0.0100,-0.0080,0.0448,0.047
72.245333,0.0049,-0.0031,0.0496,0.050
72.264702,-0.0046,-0.0030,0.0448,0.045
72.285337,0.0002,-0.0029,0.0448,0.045
72.304688,0.0138,-0.0029,0.0544,0.056
72.325967,0.0041,-0.0029,0.0400,0.040
72.344650,-0.0004,-0.0123,0.0448,0.046
72.364409,-0.0051,-0.0075,0.0496,0.050
72.384664,-0.0053,0.0115,0.0544,0.056
72.404410,-0.0103,0.0066,0.0496,0.051
72.422380,-0.0009,-0.0029,0.0592,0.059
72.442652,-0.0056,-0.0030,0.0448,0.045
72.461624,-0.0005,0.0018,0.0496,0.050
72.481623,-0.0052,-0.0031,0.0304,0.031
72.501693,-0.0097,0.0018,0.0400,0.041
72.522294,0.0045,-0.0126,0.0448,0.047
72.542839,0.0044,-0.0029,0.0352,0.036
72.562295,-0.0003,-0.0031,0.0400,0.040
72.581839,-0.0001,-0.0030,0.0544,0.054
72.601628,-0.0096,-0.0029,0.0352,0.037
72.621855,0.0094,-0.0028,0.0304,0.032
72.641506,0.0094,-0.0029,0.0544,0.055
72.661328,0.0142,-0.0125,0.0400,0.044
72.681574,-0.0049,-0.0174,0.0496,0.053
72.700901,0.0046,0.0066,0.0496,0.050
72.721084,0.0190,-0.0124,0.0544,0.059
72.739826,-0.0050,-0.0124,0.0496,0.051
72.760414,-0.0049,-0.0077,0.0496,0.050
72.778568,-0.0097,0.0065,0.0592,0.060
72.798066,0.0001,0.0110,0.0304,0.032
72.818534,0.0097,0.0015,0.0304,0.032
72.838285,-0.0095,-0.0081,0.0352,0.037
72.858035,-0.0047,0.0014,0.0544,0.055
72.877252,0.0002,0.0061,0.0448,0.045
72.897821,-0.0094,-0.0032,0.0400,0.041
72.917304,-0.0046,-0.0080,0.0400,0.041
72.938235,0.0001,-0.0033,0.0160,0.016
72.958568,0.0044,-0.0033,0.0400,0.040
72.978492,0.0092,-0.0129,0.0448,0.048
72.998449,-0.0002,0.0062,0.0448,0.045
73.017317,-0.0145,0.0062,0.0400,0.043
73.038284,-0.0147,-0.0034,0.0352,0.038
73.057274,-0.0098,-0.0034,0.0352,0.037
73.077255,0.0095,-0.0171,0.0496,0.053
73.096997,-0.0049,-0.0128,0.0304,0.033
73.116763,0.0048,-0.0032,0.0544,0.055
73.136636,0.0047,0.0016,0.0496,0.050
73.156527,0.0001,0.0110,0.0448,0.046
73.176655,0.0046,-0.0032,0.0256,0.026
73.196269,0.0093,-0.0082,0.0256,0.028
73.216034,-0.0095,-0.0033,0.0544,0.055
73.235592,-0.0048,0.0016,0.0256,0.026
73.256020,-0.0047,-0.0078,0.0208,0.023
73.275633,0.0053,-0.0031,0.0544,0.055
73.295504,0.0053,0.0112,0.0496,0.051
73.315670,0.0103,-0.0080,0.0352,0.038
73.335062,-0.0042,-0.0033,0.0544,0.055
73.354615,-0.0139,0.0062,0.0544,0.056
73.375004,0.0055,-0.0033,0.0448,0.045
73.394291,-0.0043,-0.0084,0.0448,0.046
73.413738,-0.0043,-0.0084,0.0352,0.036
73.434337,-0.0092,0.0058,0.0400,0.041
73.453012,-0.0185,0.0012,0.0543,0.057
73.472913,0.0056,-0.0126,0.0543,0.056
73.492795,0.0155,0.0058,0.0639,0.066
73.511851,0.0057,0.0106,0.0543,0.056
73.533054,-0.0134,-0.0085,0.0304,0.034
73.552722,0.0057,0.0010,0.0496,0.050
73.573355,0.0009,-0.0129,0.0400,0.042
73.592773,-0.0037,0.0058,0.0208,0.022
73.612260,0.0106,0.0106,0.0496,0.052
73.632494,-0.0090,-0.0040,0.0304,0.032
73.651113,-0.0091,-0.0177,0.0256,0.032
73.671209,0.0055,0.0054,0.0352,0.036
73.691942,0.0012,0.0150,0.0495,0.052
73.711488,0.0006,0.0103,0.0256,0.028
73.731785,0.0005,0.0101,0.0304,0.032
73.751244,-0.0042,-0.0042,0.0448,0.045
73.771463,0.0151,-0.0130,0.0352,0.040
73.791121,-0.0086,-0.0083,0.0495,0.051
73.811490,-0.0038,-0.0044,0.0352,0.036
73.831123,-0.0038,0.0006,0.0352,0.035
73.850375,-0.0131,0.0053,0.0543,0.056
73.870157,0.0062,-0.0132,0.0352,0.038
73.890227,0.0109,-0.0086,0.0256,0.029
73.909441,-0.0082,-0.0036,0.0495,0.050
73.929847,0.0061,0.0195,0.0400,0.045
73.949295,0.0061,0.0051,0.0256,0.027
73.970047,0.0203,-0.0089,0.0400,0.046
73.989225,0.0152,-0.0043,0.0400,0.043
74.006848,-0.0134,-0.0186,0.0447,0.050
74.034083,0.0008,-0.0092,0.0352,0.036
74.046484,0.0150,0.0045,0.0400,0.043
74.066315,-0.0039,-0.0001,0.0400,0.040
74.087811,0.0010,-0.0188,0.0687,0.071
74.107786,0.0066,0.0050,0.0304,0.031
74.730110,-0.0354,0.0208,0.0496,0.064
74.775282,0.0416,0.0065,0.0400,0.058
74.776270,-0.0155,-0.0174,0.0543,0.059
74.796253,0.0171,-0.0078,0.0448,0.049
74.812013,0.0404,0.0066,0.0256,0.048
74.828915,-0.0458,-0.0123,0.0591,0.076
74.847878,-0.0219,-0.0170,0.0208,0.035
74.866874,0.0345,-0.0122,0.0400,0.054
74.888310,-0.0181,0.0022,0.0544,0.057
74.916047,0.0149,0.0022,0.0352,0.038
74.927612,0.0242,0.0019,0.0400,0.047
74.946196,-0.0426,-0.0124,0.0352,0.057
74.967749,-0.0238,-0.0217,0.0496,0.059
74.986696,0.0145,0.0070,0.0400,0.043
75.030632,-0.0148,0.0167,0.0304,0.038
75.031079,0.0187,0.0023,0.0304,0.036
75.046998,0.0235,0.0023,0.0256,0.035
75.065611,-0.0393,-0.0113,0.0304,0.051
75.086492,0.0037,0.0024,0.0496,0.050
75.106012,0.0031,0.0120,0.0544,0.056
75.126300,-0.0161,0.0072,0.0400,0.044
75.144062,0.0033,-0.0114,0.0256,0.028
75.165869,0.0026,0.0030,0.0208,0.021
75.183981,-0.0355,-0.0064,0.0352,0.050
75.206061,-0.0267,-0.0017,0.0496,0.056
75.223559,0.0021,-0.0015,0.0304,0.031
75.245148,-0.0075,-0.0253,0.0496,0.056
75.263472,0.0204,-0.0061,0.0448,0.050
75.284877,-0.0085,0.0036,0.0352,0.036
75.302742,-0.0380,-0.0156,0.0448,0.061
75.324443,0.0002,-0.0060,0.0400,0.040
75.342247,0.0045,-0.0059,0.0304,0.031
75.363917,0.0043,-0.0010,0.0208,0.021
75.382081,0.0088,0.0134,0.0448,0.048
75.405404,-0.0014,0.0038,0.0352,0.035
75.422042,-0.0348,-0.0059,0.0496,0.061
75.445240,0.0029,-0.0059,0.0496,0.050
75.461541,-0.0022,0.0035,0.0352,0.035
75.483621,-0.0071,0.0034,0.0448,0.045
75.502094,0.0161,-0.0014,0.0352,0.039
75.523297,-0.0030,-0.0109,0.0352,0.037
75.541171,-0.0270,-0.0109,0.0448,0.053
75.562370,-0.0036,0.0034,0.0304,0.031
75.581403,0.0061,0.0083,0.0256,0.028
75.602385,-0.0089,0.0134,0.0448,0.048
75.620364,0.0006,-0.0009,0.0304,0.030
75.641439,-0.0050,-0.0097,0.0448,0.046
75.660035,-0.0190,0.0046,0.0352,0.040
75.681613,-0.0190,0.0136,0.0448,0.051
75.699745,-0.0100,0.0093,0.0161,0.021
75.721131,-0.0099,-0.0047,0.0352,0.037
75.740613,-0.0152,-0.0095,0.0640,0.066
75.760299,-0.0153,0.0286,0.0640,0.072
75.779894,-0.0207,-0.0002,0.0304,0.037
75.800035,0.0010,0.0035,0.0304,0.031
75.819580,0.0058,-0.0060,0.0352,0.036
75.837778,0.0012,0.0082,0.0304,0.032
75.858288,-0.0083,0.0080,0.0688,0.070
75.879283,0.0111,0.0030,0.0352,0.037
75.898816,0.0065,-0.0160,0.0544,0.057
75.918836,-0.0028,-0.0109,0.0592,0.060
75.938473,-0.0031,0.0080,0.0400,0.041
75.958644,-0.0030,0.0129,0.0256,0.029
75.977904,0.0021,-0.0064,0.0400,0.041
75.998222,0.0212,-0.0112,0.0352,0.043
76.017963,0.0115,0.0030,0.0448,0.046
76.038012,0.0069,0.0079,0.0352,0.037
76.057641,-0.0077,-0.0017,0.0544,0.055
76.077204,-0.0077,-0.0113,0.0352,0.038
76.097105,0.0114,0.0126,0.0304,0.035
76.117318,-0.0079,0.0125,0.0304,0.034
76.137007,0.0015,0.0029,0.0256,0.026
76.156639,0.0016,0.0078,0.0304,0.031
76.176328,-0.0131,-0.0018,0.0352,0.038
76.196414,0.0013,0.0030,0.0400,0.040
76.215990,-0.0177,-0.0115,0.0352,0.041
76.235929,-0.0079,0.0029,0.0496,0.050
76.255714,0.0015,0.0077,0.0640,0.064
76.275649,0.0063,-0.0069,0.0592,0.060
76.295493,0.0109,0.0028,0.0352,0.037
76.315030,-0.0081,0.0027,0.0256,0.027
76.333691,-0.0175,0.0075,0.0400,0.044
76.355047,-0.0081,0.0025,0.0448,0.046
76.374964,0.0016,0.0122,0.0208,0.024
76.394766,0.0110,0.0121,0.0448,0.048
76.414243,-0.0128,0.0028,0.0544,0.056
76.433100,-0.0081,0.0076,0.0400,0.041
76.454939,0.0014,-0.0020,0.0256,0.026
76.472240,-0.0129,-0.0163,0.0352,0.041
76.493814,-0.0178,-0.0114,0.0352,0.041
76.512066,0.1304,0.0270,0.0544,0.144
76.533067,-0.0750,-0.0305,0.0065,0.081
76.551787,-0.0223,-0.0112,0.0208,0.033
76.572597,0.0201,0.0032,0.0448,0.049
76.591691,0.0056,0.0081,0.0304,0.032
76.612152,0.0009,0.0032,0.0400,0.040
76.631189,0.0059,-0.0063,0.0448,0.046
76.652050,0.0013,0.0032,0.0496,0.050
76.670452,0.0012,-0.0111,0.0448,0.046
76.691771,0.0060,-0.0015,0.0256,0.026
76.710032,0.0058,-0.0062,0.0400,0.041
76.731449,-0.0079,-0.0060,0.0352,0.037
76.750154,-0.0125,0.0035,0.0304,0.033
76.771096,-0.0791,-0.0107,0.0113,0.081
76.791785,0.0476,0.0083,0.0304,0.057
76.811447,0.0657,0.0274,0.0592,0.093
76.830570,-0.0007,-0.0014,0.0256,0.026
76.850500,0.0042,-0.0016,0.0448,0.045
76.870164,0.0085,-0.0017,0.0256,0.027
76.890311,-0.0105,-0.0065,0.0256,0.028
76.911049,-0.0200,-0.0018,0.0400,0.045
76.929853,-0.0151,0.0124,0.0448,0.049
76.947869,-0.0009,-0.0112,0.0256,0.028
76.971017,0.0039,0.0080,0.0544,0.055
76.987388,0.0135,0.0128,0.0208,0.028
77.009547,-0.0009,0.0080,0.0208,0.022
77.026771,-0.0201,-0.0063,0.0496,0.054
77.048793,-0.0057,-0.0062,0.0592,0.060
77.067934,0.0088,-0.0159,0.0400,0.044
77.089213,0.0086,0.0080,0.0256,0.028
77.108400,0.0133,-0.0016,0.0304,0.033
77.128735,-0.0010,-0.0157,0.0304,0.034
77.147415,-0.0199,-0.0156,0.0352,0.043
77.168784,-0.0581,-0.0291,0.0400,0.076
77.186903,0.0464,-0.0059,-0.0031,0.047
77.207786,0.0032,-0.0012,0.0352,0.035
77.226612,-0.0067,0.0083,0.0256,0.028
77.247955,-0.0162,-0.0061,0.0352,0.039
77.265054,-0.0257,-0.0155,0.0304,0.043
77.287352,-0.0210,0.0039,0.0161,0.027
77.306214,-0.0022,-0.0010,0.0256,0.026
77.327187,0.0071,-0.0056,0.0448,0.046
77.343951,0.0070,0.0087,0.0209,0.024
77.366935,0.0020,0.0137,0.0257,0.029
77.383623,-0.0269,-0.0150,0.0448,0.054
77.405439,0.0355,-0.0007,0.0640,0.073
77.423826,-0.0410,-0.0336,0.0065,0.053
77.445835,0.0023,0.0043,0.0352,0.036
77.463012,-0.0027,0.0092,0.0257,0.027
77.484690,-0.0029,0.0092,0.0352,0.037
77.502673,-0.0077,-0.0192,0.0209,0.029
77.524340,-0.0125,-0.0143,0.0448,0.049
77.541899,0.0111,0.0138,0.0400,0.044
77.563851,0.0206,0.0140,0.0161,0.030
77.582777,-0.0178,0.0092,0.0209,0.029
77.602204,-0.0321,-0.0051,0.0209,0.039
77.622327,-0.0224,0.0045,0.0352,0.042
77.643490,-0.0368,0.0094,0.0305,0.049
77.661796,0.0110,-0.0042,0.0400,0.042
77.682890,0.0110,-0.0088,0.0209,0.025
77.701417,-0.0129,-0.0135,0.0161,0.025
77.722561,-0.0031,-0.0181,0.0161,0.024
77.741204,-0.0124,0.0006,0.0257,0.029
77.762017,-0.0080,0.0197,0.0352,0.041
77.780441,0.0111,0.0011,0.0305,0.032
77.802451,0.0057,-0.0138,0.0209,0.026
77.820457,-0.0134,-0.0090,0.0305,0.034
77.839855,0.0008,-0.0043,0.0257,0.026
77.859126,-0.0087,-0.0043,0.0400,0.041
77.881746,-0.0230,-0.0187,0.0305,0.042
77.900124,0.0199,0.0052,0.0353,0.041
77.921851,0.0200,0.0005,0.0257,0.033
77.943428,-0.0038,-0.0044,0.0257,0.026
78.118020,0.0009,0.0168,0.0352,0.039
78.136948,0.0055,0.0075,0.0448,0.046
78.157866,0.0150,0.0030,0.0257,0.030
78.175653,0.0199,0.0126,0.0257,0.035
78.195790,-0.0042,-0.0020,0.0496,0.050
78.215534,-0.0141,0.0030,0.0305,0.034
78.235355,0.0050,0.0125,0.0113,0.018
78.255127,0.0338,0.0077,0.0161,0.038
78.275015,0.0243,-0.0067,0.0257,0.036
78.294887,-0.0045,0.0122,0.0352,0.038
78.314690,0.0003,0.0074,0.0304,0.031
78.334468,-0.0044,-0.0019,0.0113,0.012
78.353886,0.0006,-0.0019,0.0352,0.035
78.373629,0.0052,0.0122,0.0304,0.033
78.393744,0.0147,0.0217,0.0304,0.040
78.413329,0.0052,-0.0023,0.0304,0.031
