time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
32.648077,0.0075,-0.0163,0.0401,0.044
32.668816,0.0028,-0.0064,0.0257,0.027
32.688550,-0.0021,0.0082,0.0353,0.036
32.707563,-0.0062,0.0032,0.0449,0.045
32.727225,0.0075,-0.0016,0.0496,0.050
32.747277,0.0081,-0.0017,0.0401,0.041
32.766785,-0.0014,-0.0017,0.0496,0.050
32.786659,-0.0014,-0.0061,0.0449,0.045
32.806348,0.0036,0.0036,0.0305,0.031
32.826036,-0.0107,-0.0107,0.0257,0.030
32.846100,-0.0102,-0.0012,0.0257,0.028
32.866047,0.0042,-0.0059,0.0353,0.036
32.886480,0.0187,-0.0105,0.0401,0.045
32.906196,-0.0004,0.0135,0.0401,0.042
32.925562,-0.0049,0.0087,0.0401,0.041
32.945440,-0.0049,-0.0009,0.0496,0.050
32.965280,0.0046,0.0088,0.0401,0.041
32.985082,0.0046,-0.0055,0.0305,0.031
33.004839,-0.0052,-0.0054,0.0401,0.041
33.024770,-0.0004,0.0043,0.0401,0.040
33.044718,0.0044,-0.0099,0.0305,0.032
33.064584,-0.0195,-0.0051,0.0209,0.029
33.085971,-0.0005,-0.0004,0.0401,0.040
33.103853,-0.0050,-0.0147,0.0401,0.043
33.123679,0.0047,-0.0004,0.0401,0.040
33.142903,0.0047,0.0093,0.0353,0.037
33.162945,0.0095,-0.0050,0.0257,0.028
33.182772,-0.0000,0.0045,0.0353,0.036
33.202905,0.0190,0.0092,0.0449,0.050
33.222914,0.0095,-0.0006,0.0401,0.041
33.242465,-0.0001,0.0091,0.0353,0.036
33.262867,0.0144,-0.0004,0.0401,0.043
33.282970,-0.0048,-0.0049,0.0353,0.036
33.302482,-0.0047,-0.0051,0.0401,0.041
33.322377,0.0097,-0.0003,0.0497,0.051
33.342034,-0.0046,-0.0004,0.0209,0.021
33.361155,0.0003,-0.0101,0.0353,0.037
33.380752,0.0004,-0.0004,0.0257,0.026
33.401246,-0.0048,-0.0145,0.0449,0.047
33.421158,0.0051,0.0049,0.0497,0.050
33.442727,-0.0044,0.0000,0.0305,0.031
33.462446,0.0006,-0.0048,0.0353,0.036
33.482219,0.0006,0.0143,0.0401,0.043
33.501607,0.0054,0.0046,0.0449,0.045
33.521325,0.0199,0.0142,0.0209,0.032
33.542298,0.0014,0.0047,0.0353,0.036
33.561301,-0.0042,0.0000,0.0497,0.050
33.581127,0.0152,0.0049,0.0353,0.039
33.600984,0.0201,0.0098,0.0353,0.042
33.620431,-0.0038,0.0001,0.0209,0.021
33.640638,-0.0038,0.0098,0.0401,0.041
33.660290,0.0013,-0.0044,0.0353,0.036
33.680122,0.0062,-0.0092,0.0496,0.051
33.699644,-0.0035,-0.0094,0.0496,0.051
33.717079,-0.0036,0.0193,0.0305,0.036
33.738190,0.0108,0.0001,0.0401,0.041
33.758055,0.0011,-0.0045,0.0401,0.040
33.777807,-0.0039,0.0051,0.0544,0.055
33.800343,0.0105,0.0002,0.0497,0.051
33.819051,0.0010,0.0004,0.0497,0.050
33.838440,0.0103,-0.0046,0.0257,0.028
33.858619,0.0056,0.0050,0.0305,0.031
33.878089,-0.0041,0.0051,0.0401,0.041
33.898166,-0.0091,-0.0047,0.0449,0.046
33.918199,0.0004,0.0048,0.0640,0.064
33.938165,0.0099,0.0001,0.0353,0.037
33.957752,0.0003,0.0048,0.0257,0.026
33.976738,0.0051,0.0144,0.0305,0.034
33.997558,0.0003,0.0142,0.0496,0.052
34.016789,0.0003,0.0048,0.0161,0.017
34.036816,0.0049,-0.0095,0.0305,0.032
34.057263,0.0050,0.0048,0.0257,0.027
34.076169,0.0001,0.0097,0.0305,0.032
34.096256,0.0049,0.0097,0.0257,0.028
34.116518,0.0194,0.0096,0.0353,0.041
34.136110,0.0050,0.0001,0.0401,0.040
34.156224,-0.0095,0.0001,0.0401,0.041
34.175630,-0.0047,-0.0050,0.0401,0.041
34.195713,0.0147,-0.0003,0.0496,0.052
34.215566,0.0004,0.0141,0.0257,0.029
34.234892,0.0004,-0.0098,0.0161,0.019
34.254829,-0.0044,-0.0053,0.0257,0.027
34.275067,-0.0045,-0.0005,0.0401,0.040
34.295604,-0.0093,0.0138,0.0449,0.048
34.313912,0.0054,-0.0053,0.0353,0.036
34.334939,0.0053,0.0091,0.0257,0.028
34.354627,0.0052,0.0092,0.0449,0.046
34.373463,-0.0040,0.0044,0.0401,0.040
34.396050,0.0010,-0.0102,0.0448,0.046
34.416039,-0.0038,-0.0004,0.0305,0.031
34.432957,0.0109,-0.0054,0.0257,0.028
34.454061,0.0062,-0.0052,0.0257,0.027
34.472711,0.0062,0.0044,0.0257,0.027
34.493450,0.0014,0.0044,0.0353,0.036
34.512481,0.0109,-0.0052,0.0544,0.056
34.532372,0.0059,0.0042,0.0161,0.018
34.552160,-0.0091,0.0089,0.0353,0.037
34.572038,-0.0042,-0.0100,0.0353,0.037
34.592493,-0.0041,0.0091,0.0353,0.037
34.611499,0.0008,-0.0101,0.0257,0.028
34.631191,0.0059,0.0092,0.0209,0.024
34.650996,0.0011,0.0044,0.0161,0.017
34.671010,-0.0180,-0.0100,0.0209,0.029
34.691195,0.0012,-0.0142,0.0353,0.038
34.711133,0.0062,-0.0050,0.0353,0.036
34.730293,0.0066,-0.0052,0.0257,0.027
34.750118,0.0017,-0.0051,0.0496,0.050
34.769807,0.0112,-0.0002,0.0353,0.037
34.789973,0.0062,0.0044,0.0113,0.014
34.809234,0.0018,0.0044,0.0305,0.031
34.830438,0.0017,0.0043,0.0448,0.045
34.849595,0.0064,-0.0007,0.0353,0.036
34.868806,-0.0077,-0.0054,0.0353,0.036
34.889427,0.0108,0.0043,0.0257,0.028
34.909015,0.0058,0.0087,0.0305,0.032
34.927875,0.0008,-0.0058,0.0353,0.036
34.948560,0.0007,0.0036,0.0352,0.035
34.968047,0.0103,-0.0060,0.0544,0.056
34.987636,0.0055,-0.0059,0.0448,0.046
35.006145,-0.0087,-0.0059,0.0209,0.023
35.026046,0.0009,-0.0010,0.0209,0.021
35.046013,0.0053,0.0038,0.0305,0.031
35.065124,0.0149,0.0038,0.0400,0.043
35.085555,0.0148,-0.0009,0.0400,0.043
35.107441,-0.0043,-0.0052,0.0209,0.022
35.124712,0.0005,-0.0010,0.0353,0.035
35.145005,0.0056,0.0134,0.0257,0.029
35.164496,0.0006,0.0037,0.0496,0.050
35.183761,0.0008,0.0085,0.0496,0.050
35.204732,0.0105,0.0084,0.0448,0.047
35.223953,-0.0037,0.0037,0.0352,0.036
35.244270,0.0203,-0.0054,0.0305,0.037
35.264402,0.0105,-0.0054,0.0544,0.056
35.285720,0.0008,0.0131,0.0448,0.047
35.304474,0.0105,0.0036,0.0209,0.024
35.325426,0.0008,-0.0007,0.0448,0.045
35.344798,-0.0042,0.0036,0.0257,0.026
35.363980,-0.0042,-0.0052,0.0305,0.031
35.384014,0.0005,-0.0052,0.0400,0.040
35.404023,0.0054,0.0039,0.0305,0.031
35.423682,0.0197,-0.0051,0.0544,0.058
35.443627,0.0102,-0.0005,0.0209,0.023
35.463325,0.0055,-0.0100,0.0209,0.024
35.483654,-0.0134,-0.0051,0.0305,0.034
35.502805,-0.0132,0.0038,0.0592,0.061
35.523120,0.0009,0.0133,0.0209,0.025
35.543494,0.0056,0.0085,0.0305,0.032
35.562588,0.0122,-0.0009,0.0688,0.070
35.581934,-0.0069,-0.0008,0.0305,0.031
35.602947,0.0028,-0.0056,0.0209,0.022
35.938590,0.0024,0.0069,0.0305,0.031
35.957217,0.0022,-0.0168,0.0496,0.052
35.977224,-0.0074,-0.0121,0.0448,0.047
35.997602,-0.0075,0.0022,0.0113,0.014
36.018714,0.0067,-0.0025,0.0496,0.050
36.335280,-0.0035,0.0074,0.0496,0.050
36.353833,0.0054,0.0073,0.0640,0.065
36.373436,0.0055,-0.0069,0.0257,0.027
36.393613,0.0103,0.0025,0.0257,0.028
36.414861,-0.0088,0.0071,0.0544,0.056
36.435797,-0.0137,0.0070,0.0401,0.043
36.454330,-0.0137,0.0070,0.0401,0.043
36.474693,0.0056,0.0070,0.0353,0.036
36.494359,0.0057,0.0022,0.0401,0.041
36.513602,-0.0039,-0.0025,0.0401,0.040
36.840513,-0.0071,0.0061,0.0400,0.041
36.855895,0.0013,0.0013,0.0352,0.035
36.875406,0.0013,-0.0035,0.0400,0.040
36.895924,0.0014,0.0062,0.0496,0.050
36.914835,-0.0077,0.0110,0.0448,0.047
36.934550,-0.0075,0.0061,0.0544,0.055
36.954837,-0.0219,-0.0034,0.0496,0.054
36.974647,-0.0079,0.0015,0.0161,0.018
36.994425,0.0116,0.0063,0.0256,0.029
37.013861,0.0021,-0.0031,0.0400,0.040
37.034539,-0.0122,0.0113,0.0352,0.039
37.053368,-0.0026,0.0016,0.0448,0.045
37.073120,0.0020,0.0015,0.0304,0.031
37.093068,-0.0075,0.0016,0.0496,0.050
37.112763,0.0023,-0.0024,0.0592,0.059
37.132933,0.0071,0.0018,0.0496,0.050
37.152984,0.0022,0.0064,0.0544,0.055
37.172635,0.0022,0.0112,0.0544,0.056
37.192369,-0.0075,0.0065,0.0400,0.041
37.212180,-0.0079,0.0022,0.0448,0.046
37.232202,0.0113,0.0024,0.0304,0.033
37.252035,0.0067,-0.0024,0.0448,0.045
37.271724,-0.0075,-0.0122,0.0352,0.038
37.291349,0.0067,-0.0022,0.0496,0.050
37.311178,0.0069,-0.0071,0.0400,0.041
37.331032,0.0069,-0.0070,0.0352,0.037
37.351246,0.0071,0.0115,0.0400,0.042
37.370574,-0.0025,0.0209,0.0400,0.045
37.390345,0.0023,0.0207,0.0304,0.037
37.411219,0.0022,-0.0121,0.0544,0.056
37.430401,0.0023,-0.0076,0.0544,0.055
37.450459,0.0064,-0.0121,0.0496,0.051
37.469802,-0.0032,0.0072,0.0592,0.060
37.490030,-0.0080,0.0073,0.0640,0.065
37.509657,0.0017,0.0024,0.0352,0.035
37.529846,0.0160,0.0070,0.0352,0.039
37.549174,0.0063,0.0023,0.0400,0.041
37.568962,0.0016,-0.0024,0.0496,0.050
37.588576,0.0065,-0.0069,0.0304,0.032
37.608391,0.0110,-0.0021,0.0496,0.051
37.628294,-0.0034,0.0027,0.0496,0.050
37.648175,-0.0126,0.0026,0.0400,0.042
37.667950,0.0018,-0.0118,0.0352,0.037
37.688217,0.0015,-0.0117,0.0592,0.060
37.707509,-0.0126,-0.0068,0.0783,0.080
37.727609,-0.0029,0.0124,0.0448,0.047
37.747640,-0.0172,0.0076,0.0208,0.028
37.766944,0.0018,0.0028,0.0496,0.050
37.786974,0.0258,-0.0068,0.0688,0.074
37.807750,0.0163,0.0121,0.0352,0.041
37.826587,-0.0029,-0.0070,0.0304,0.031
37.846297,-0.0025,-0.0215,0.0256,0.034
37.866922,0.0180,-0.0021,0.0448,0.048
37.885896,0.0082,0.0117,0.0544,0.056
37.905840,0.0037,-0.0021,0.0544,0.055
37.925415,0.0037,0.0026,0.0352,0.035
37.945306,0.0037,0.0115,0.0687,0.070
37.964834,-0.0059,0.0162,0.0256,0.031
37.984911,-0.0060,0.0071,0.0304,0.032
38.004751,0.0129,0.0161,0.0352,0.041
38.052635,-0.0061,0.0160,0.0640,0.066
38.053224,-0.0062,-0.0026,0.0448,0.045
38.064229,-0.0060,-0.0168,0.0448,0.048
38.083753,0.0084,-0.0025,0.0352,0.036
38.103511,0.0029,-0.0072,0.0304,0.031
38.123323,-0.0114,-0.0072,0.0448,0.047
38.143558,-0.0066,0.0023,0.0592,0.060
38.162989,-0.0065,0.0070,0.0400,0.041
38.184018,-0.0067,0.0022,0.0352,0.036
38.204101,0.0077,-0.0076,0.0400,0.041
38.223825,0.0075,-0.0026,0.0448,0.045
38.243274,-0.0020,0.0116,0.0400,0.042
38.263485,0.0076,-0.0026,0.0496,0.050
38.282872,0.0076,-0.0170,0.0304,0.036
38.302640,0.0127,-0.0026,0.0496,0.051
38.322264,0.0032,0.0021,0.0400,0.040
38.342306,-0.0063,-0.0027,0.0448,0.045
38.361835,0.0080,-0.0028,0.0448,0.046
38.381878,0.0032,0.0066,0.0496,0.050
38.401516,0.0083,-0.0028,0.0400,0.041
38.420878,0.0083,-0.0077,0.0448,0.046
38.441183,0.0130,0.0068,0.0352,0.038
38.461061,-0.0014,-0.0077,0.0496,0.050
38.480979,0.0128,-0.0172,0.0448,0.050
38.500228,0.0032,-0.0026,0.0592,0.059
38.520250,0.0078,-0.0026,0.0400,0.041
38.540170,0.0077,-0.0026,0.0496,0.050
38.559787,0.0030,0.0019,0.0496,0.050
38.579548,0.0078,-0.0026,0.0352,0.036
38.599670,0.0129,-0.0027,0.0352,0.038
38.619618,0.0033,-0.0027,0.0400,0.040
38.638732,0.0075,0.0069,0.0544,0.055
38.658454,0.0074,0.0069,0.0352,0.037
38.678906,0.0170,-0.0028,0.0352,0.039
38.699208,0.0073,-0.0075,0.0400,0.041
38.719060,0.0028,-0.0074,0.0352,0.036
38.739540,0.0075,-0.0168,0.0304,0.036
38.758808,0.0076,-0.0216,0.0496,0.055
38.779458,0.0025,-0.0025,0.0592,0.059
38.798566,0.0070,0.0071,0.0400,0.041
38.819446,-0.0026,-0.0073,0.0304,0.031
38.839277,0.0021,-0.0071,0.0304,0.031
38.861091,0.0065,-0.0068,0.0352,0.036
38.880491,0.0160,-0.0164,0.0352,0.042
38.897021,0.0110,-0.0020,0.0304,0.032
38.917027,-0.0031,-0.0021,0.0448,0.045
38.936655,0.0065,0.0025,0.0544,0.055
38.957619,0.0112,-0.0117,0.0400,0.043
38.977632,0.0066,-0.0116,0.0592,0.061
38.997190,0.0068,0.0028,0.0352,0.036
39.017280,0.0018,-0.0021,0.0448,0.045
39.037921,0.0018,-0.0116,0.0496,0.051
39.056250,-0.0076,0.0026,0.0304,0.031
39.076095,0.0016,0.0122,0.0304,0.033
39.096661,0.0015,-0.0115,0.0352,0.037
39.115730,0.0064,-0.0019,0.0304,0.031
39.135753,-0.0077,0.0077,0.0352,0.037
39.154329,-0.0030,-0.0019,0.0400,0.040
39.174333,-0.0078,-0.0113,0.0448,0.047
39.194074,0.0108,0.0080,0.0448,0.047
39.215598,0.0060,0.0128,0.0544,0.056
39.235436,0.0011,0.0034,0.0304,0.031
39.255403,-0.0039,-0.0110,0.0400,0.042
39.275140,-0.0040,-0.0063,0.0736,0.074
39.294688,-0.0087,-0.0016,0.0640,0.065
39.319320,0.0054,-0.0017,0.0400,0.040
39.334361,0.0099,0.0127,0.0352,0.039
39.354248,0.0144,0.0033,0.0352,0.038
39.373812,0.0048,0.0129,0.0448,0.047
39.393933,0.0144,-0.0015,0.0544,0.056
39.413836,-0.0096,-0.0013,0.0496,0.051
39.433351,0.0002,0.0084,0.0304,0.032
39.452901,0.0003,-0.0013,0.0304,0.030
39.472745,0.0095,0.0033,0.0544,0.055
39.492922,-0.0048,0.0033,0.0352,0.036
39.512778,-0.0092,-0.0061,0.0257,0.028
39.531980,0.0099,-0.0012,0.0448,0.046
39.552418,0.0049,0.0085,0.0400,0.041
39.571911,-0.0005,0.0133,0.0400,0.042
39.592376,-0.0005,-0.0009,0.0352,0.035
39.611698,-0.0005,-0.0009,0.0400,0.040
39.631553,0.0037,0.0132,0.0304,0.033
39.651598,0.0134,0.0128,0.0448,0.049
39.670668,-0.0056,0.0032,0.0257,0.026
39.691099,-0.0008,-0.0065,0.0400,0.041
39.711318,0.0039,-0.0018,0.0352,0.035
39.731072,0.0039,-0.0067,0.0448,0.045
39.750883,-0.0056,-0.0019,0.0496,0.050
39.770284,-0.0008,0.0125,0.0496,0.051
39.790021,-0.0006,0.0077,0.0161,0.018
39.809680,-0.0006,0.0027,0.0256,0.026
39.829722,-0.0006,0.0026,0.0352,0.035
39.849110,-0.0054,0.0026,0.0113,0.013
39.868605,-0.0004,0.0026,0.0208,0.021
39.888556,-0.0002,0.0170,0.0448,0.048
39.909411,0.0043,0.0027,0.0448,0.045
39.928623,0.0041,0.0026,0.0496,0.050
39.948689,-0.0052,-0.0022,0.0400,0.040
39.968546,-0.0100,-0.0118,0.0352,0.038
39.988672,0.0089,-0.0069,0.0448,0.046
40.008252,0.0086,0.0026,0.0352,0.036
40.027693,0.0037,0.0024,0.0496,0.050
40.047447,-0.0011,-0.0074,0.0304,0.031
40.065628,0.0088,-0.0170,0.0400,0.044
40.085763,0.0039,0.0070,0.0448,0.046
40.105338,-0.0153,0.0071,0.0352,0.039
40.126669,0.0034,0.0070,0.0304,0.031
40.147763,0.0036,-0.0122,0.0448,0.047
40.166671,-0.0106,-0.0074,0.0496,0.051
40.186433,0.0134,0.0118,0.0544,0.057
40.206322,-0.0008,0.0071,0.0352,0.036
40.226718,-0.0055,0.0118,0.0256,0.029
40.246328,0.0041,0.0069,0.0400,0.041
40.265411,0.0088,0.0019,0.0208,0.023
40.285273,0.0086,-0.0028,0.0304,0.032
40.305081,-0.0060,0.0116,0.0352,0.038
40.325629,0.0035,-0.0075,0.0352,0.036
40.345473,0.0084,-0.0028,0.0496,0.050
40.364068,-0.0060,-0.0074,0.0304,0.032
40.383963,-0.0011,-0.0027,0.0304,0.031
40.404307,0.0034,0.0020,0.0352,0.035
40.424020,-0.0059,0.0019,0.0448,0.045
40.444078,-0.0106,0.0067,0.0448,0.047
40.463878,-0.0058,0.0018,0.0208,0.022
40.482747,-0.0013,-0.0030,0.0544,0.054
40.502615,-0.0059,0.0019,0.0208,0.022
40.522835,-0.0011,-0.0077,0.0400,0.041
40.542785,-0.0108,-0.0028,0.0352,0.037
40.562228,0.0029,0.0021,0.0352,0.035
40.581622,0.0075,-0.0078,0.0256,0.028
40.601690,-0.0019,-0.0079,0.0400,0.041
40.621585,0.0029,-0.0127,0.0544,0.056
40.641590,0.0025,-0.0030,0.0304,0.031
40.661014,-0.0023,0.0113,0.0400,0.042
40.680313,-0.0115,-0.0079,0.0448,0.047
40.699938,0.0075,0.0016,0.0448,0.045
40.720976,0.0027,-0.0031,0.0352,0.035
40.739691,-0.0067,-0.0079,0.0256,0.028
40.760153,0.0028,-0.0129,0.0160,0.021
40.779247,0.0078,0.0062,0.0304,0.032
40.799950,0.0030,0.0204,0.0352,0.041
40.820697,-0.0018,0.0061,0.0304,0.031
40.839921,-0.0019,-0.0083,0.0448,0.046
40.859581,-0.0106,-0.0130,0.0400,0.043
40.879873,-0.0056,0.0014,0.0304,0.031
40.899700,0.0136,-0.0033,0.0208,0.025
40.920129,-0.0105,0.0016,0.0496,0.051
40.938973,-0.0009,0.0016,0.0448,0.045
40.961514,-0.0012,0.0015,0.0544,0.054
40.980633,0.0132,0.0014,0.0448,0.047
40.998016,-0.0105,-0.0034,0.0256,0.028
41.018683,-0.0103,-0.0273,0.0304,0.042
41.038092,-0.0054,-0.0034,0.0352,0.036
41.058575,-0.0006,0.0061,0.0304,0.031
41.077339,-0.0004,-0.0035,0.0304,0.031
41.097762,-0.0100,0.0110,0.0112,0.019
41.118061,0.0041,-0.0034,0.0304,0.031
41.136782,0.0089,0.0110,0.0496,0.052
41.157167,0.0087,0.0108,0.0256,0.029
41.176074,0.0135,-0.0037,0.0400,0.042
41.195043,-0.0058,0.0061,0.0544,0.055
41.214830,-0.0106,-0.0036,0.0448,0.046
41.235281,0.0040,-0.0128,0.0448,0.047
41.254925,0.0039,0.0015,0.0352,0.035
41.274871,-0.0008,-0.0083,0.0352,0.036
41.296075,0.0223,0.0012,0.0256,0.034
41.315978,-0.0016,-0.0322,0.0496,0.059
41.335917,-0.0112,0.0013,0.0496,0.051
41.355438,-0.0014,0.0156,0.0400,0.043
41.375352,-0.0063,-0.0083,0.0352,0.037
41.395106,0.0034,0.0108,0.0304,0.032
41.415309,0.0127,0.0011,0.0304,0.033
41.434582,0.0079,0.0012,0.0400,0.041
41.455444,0.0030,-0.0083,0.0352,0.036
41.474411,-0.0019,-0.0036,0.0352,0.035
41.494111,0.0030,0.0010,0.0256,0.026
41.513694,0.0031,-0.0034,0.0208,0.021
41.534025,0.0030,-0.0032,0.0256,0.026
41.551657,0.0031,-0.0032,0.0448,0.045
41.571357,-0.0019,-0.0031,0.0400,0.040
41.591788,-0.0021,-0.0030,0.0496,0.050
41.611520,0.0121,-0.0031,0.0783,0.079
41.631902,-0.0165,-0.0030,0.0208,0.027
41.652264,-0.0020,0.0018,0.0256,0.026
41.671722,-0.0022,-0.0027,0.0352,0.035
41.691932,0.0024,0.0020,0.0448,0.045
41.712369,-0.0024,-0.0029,0.0400,0.040
41.731175,0.0026,-0.0028,0.0448,0.045
41.752202,-0.0023,-0.0074,0.0352,0.036
41.771660,-0.0022,0.0022,0.0400,0.040
41.791710,0.0025,0.0020,0.0496,0.050
41.816180,-0.0022,-0.0028,0.0304,0.031
41.829139,-0.0020,0.0068,0.0304,0.031
41.849957,0.0027,-0.0120,0.0400,0.042
41.869029,0.0021,-0.0024,0.0304,0.031
41.888326,0.0013,0.0023,0.0448,0.045
41.908753,-0.0032,-0.0024,0.0448,0.045
41.928768,0.0062,0.0073,0.0448,0.046
41.948246,0.0015,-0.0207,0.0304,0.037
41.967849,0.0157,-0.0070,0.0209,0.027
41.987709,-0.0083,0.0072,0.0400,0.041
42.008546,-0.0131,0.0024,0.0496,0.051
42.029864,0.0058,-0.0071,0.0304,0.032
42.049881,0.0011,-0.0072,0.0209,0.022
42.069092,0.0014,-0.0024,0.0256,0.026
42.088877,-0.0035,-0.0024,0.0640,0.064
42.109014,-0.0084,-0.0022,0.0496,0.050
42.128486,0.0012,-0.0022,0.0448,0.045
42.148654,-0.0082,0.0074,0.0448,0.046
42.168223,0.0061,-0.0019,0.0496,0.050
42.188186,0.0106,-0.0204,0.0448,0.050
42.207792,-0.0131,-0.0018,0.0400,0.042
42.227581,-0.0037,-0.0017,0.0400,0.040
42.247001,0.0009,-0.0066,0.0448,0.045
42.266818,-0.0038,0.0075,0.0496,0.050
42.286742,-0.0134,0.0122,0.0640,0.066
42.306731,0.0002,-0.0111,0.0496,0.051
42.325708,-0.0046,-0.0062,0.0400,0.041
42.346270,-0.0045,-0.0020,0.0448,0.045
42.366115,-0.0001,-0.0111,0.0496,0.051
42.385616,0.0093,0.0217,0.0544,0.059
42.405393,-0.0099,0.0118,0.0256,0.030
42.424876,-0.0054,-0.0210,0.0448,0.050
42.445366,0.0043,0.0072,0.0257,0.027
42.464853,0.0187,0.0072,0.0352,0.041
42.484899,-0.0101,-0.0019,0.0352,0.037
42.504707,-0.0099,-0.0117,0.0400,0.043
42.523443,-0.0145,-0.0116,0.0352,0.040
42.543889,0.0000,-0.0067,0.0448,0.045
42.563996,-0.0002,-0.0116,0.0352,0.037
42.584010,-0.0051,-0.0067,0.0592,0.060
42.603838,-0.0097,0.0073,0.0400,0.042
42.623535,0.0045,-0.0017,0.0400,0.040
42.643322,0.0046,0.0028,0.0304,0.031
42.662746,-0.0001,0.0027,0.0209,0.021
42.683529,-0.0004,-0.0258,0.0592,0.065
42.705709,-0.0010,-0.0065,0.0448,0.045
42.727431,-0.0061,0.0217,0.0257,0.034
42.743399,0.0084,-0.0016,0.0496,0.050
42.762701,-0.0106,-0.0206,0.0544,0.059
42.782041,0.0135,0.0123,0.0592,0.062
42.802071,0.0041,-0.0018,0.0496,0.050
42.821295,-0.0008,-0.0064,0.0544,0.055
42.841882,-0.0153,-0.0113,0.0304,0.036
42.861043,-0.0230,-0.0073,0.0496,0.055
42.880016,-0.0086,0.0071,0.0352,0.037
42.903047,0.0058,-0.0025,0.0448,0.045
42.919843,-0.0037,0.0069,0.0448,0.045
42.940126,-0.0039,0.0020,0.0400,0.040
42.960212,0.0106,-0.0026,0.0304,0.032
42.979497,0.0009,-0.0170,0.0256,0.031
42.999133,0.0007,0.0068,0.0496,0.050
43.019109,0.0104,0.0068,0.0304,0.033
43.038851,-0.0087,-0.0172,0.0400,0.044
43.058291,-0.0085,-0.0029,0.0304,0.032
43.078029,0.0010,0.0019,0.0400,0.040
43.098986,0.0057,0.0018,0.0256,0.026
43.118917,0.0007,0.0017,0.0448,0.045
43.139163,0.0056,0.0160,0.0448,0.048
43.158227,-0.0088,-0.0079,0.0448,0.046
43.178499,-0.0040,-0.0079,0.0304,0.032
43.199238,0.0007,-0.0029,0.0496,0.050
43.218075,-0.0040,0.0116,0.0496,0.051
43.238149,0.0057,-0.0028,0.0400,0.041
43.258092,-0.0038,-0.0076,0.0592,0.060
43.277237,-0.0038,0.0020,0.0448,0.045
43.296701,0.0107,-0.0076,0.0256,0.029
43.317892,-0.0083,0.0017,0.0352,0.036
43.336532,-0.0033,0.0209,0.0544,0.058
43.356646,0.0064,-0.0033,0.0448,0.045
43.376500,0.0159,0.0015,0.0256,0.030
43.396736,-0.0033,-0.0032,0.0161,0.017
43.420686,0.0062,0.0016,0.0448,0.045
43.436078,0.0014,-0.0032,0.0400,0.040
43.456046,0.0014,-0.0030,0.0352,0.035
43.475332,0.0058,-0.0029,0.0448,0.045
43.495595,-0.0041,0.0020,0.0209,0.021
43.515808,0.0007,-0.0028,0.0400,0.040
43.535142,-0.0089,-0.0028,0.0400,0.041
43.554866,0.0054,0.0022,0.0304,0.031
43.576258,0.0053,-0.0075,0.0352,0.036
43.595519,-0.0089,-0.0026,0.0400,0.041
43.614535,-0.0041,0.0022,0.0496,0.050
43.633908,0.0009,0.0069,0.0544,0.055
43.653806,0.0058,-0.0075,0.0352,0.036
43.699242,-0.0133,-0.0219,0.0352,0.044
43.714387,-0.0033,-0.0076,0.0304,0.032
43.733171,0.0013,0.0020,0.0352,0.035
43.752991,0.0012,-0.0029,0.0304,0.031
43.772823,-0.0035,-0.0125,0.0304,0.033
43.793008,-0.0035,0.0066,0.0448,0.045
43.812001,0.0061,-0.0030,0.0352,0.036
43.831801,0.0013,-0.0029,0.0400,0.040
43.852405,0.0061,0.0064,0.0496,0.050
43.871879,0.0049,-0.0024,0.0304,0.031
43.891576,-0.0047,0.0064,0.0304,0.031
43.911748,-0.0046,-0.0076,0.0352,0.036
43.930631,-0.0092,-0.0076,0.0400,0.042
43.951882,-0.0094,0.0109,0.0352,0.038
43.970595,-0.0001,0.0019,0.0208,0.021
43.991807,0.0001,-0.0029,0.0400,0.040
44.010515,0.0050,-0.0030,0.0256,0.026
44.030261,-0.0097,0.0061,0.0400,0.042
44.050204,-0.0238,-0.0031,0.0448,0.051
44.069218,0.0042,0.0059,0.0352,0.036
44.090011,-0.0141,-0.0031,0.0352,0.038
44.110968,0.0044,-0.0223,0.0352,0.042
44.128959,0.0090,-0.0077,0.0448,0.046
44.149191,-0.0052,-0.0075,0.0304,0.032
44.168647,0.0043,-0.0026,0.0592,0.059
44.189069,-0.0101,-0.0074,0.0496,0.051
44.208629,-0.0052,-0.0025,0.0352,0.036
44.228701,0.0139,0.0073,0.0496,0.052
44.248417,-0.0145,-0.0024,0.0304,0.034
44.267827,-0.0097,-0.0072,0.0304,0.033
44.287709,-0.0048,-0.0023,0.0352,0.036
44.307905,-0.0098,-0.0071,0.0448,0.046
44.326823,-0.0003,-0.0021,0.0208,0.021
44.345210,-0.0051,-0.0067,0.0256,0.027
44.365186,0.0043,0.0214,0.0304,0.037
44.385852,0.0044,0.0031,0.0256,0.026
44.405634,0.0043,-0.0067,0.0496,0.050
44.426111,0.0041,0.0079,0.0304,0.032
44.446499,0.0042,0.0128,0.0352,0.038
44.466103,-0.0005,-0.0064,0.0400,0.041
44.487028,-0.0004,-0.0065,0.0304,0.031
44.505794,-0.0052,-0.0064,0.0352,0.036
44.525166,-0.0054,-0.0064,0.0496,0.050
44.544874,0.0138,-0.0016,0.0352,0.038
44.565388,-0.0004,0.0083,0.0304,0.032
44.585218,-0.0006,-0.0061,0.0496,0.050
44.609057,-0.0014,-0.0110,0.0352,0.037
44.626944,-0.0017,0.0034,0.0209,0.021
44.645072,-0.0016,0.0035,0.0304,0.031
